ind_id,Citation.number,Citation,Year,Global.Change.Driver,Effect,Endpoint,Endpoint_Host_Parasite,Native.host.type,Ectothermic.host,Enemy.type,Ectoparasite,Vector,Vector.borne,Free.living.stages,Route,Macroparasite,Human.Parasite,Zoonotic,Venue,Habitat,Enemy_Random_Effect,Enemy_Random_EffectIS,Native.host,ContinentUse,humanendpoint,Predictor_Type,Error_Type,MeanControl,VarianceControl,SampleSizeControl,MeanTreatment,VarianceTreatment,SampleSizeTreatment,Coefficient,CoefficientVariance,Coef_Type,SD_Y,SDControl,SDTreatment,Sample_size,SMDH_yi,SMDH_vi,SMDH_viC,LRR_yi,LRR_vi,LRR_viC
831,491_Fabaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Fungi,Yes,No,No,Yes,Direct,No,No,No,Field,Terrestrial,Smut,Smut_Trifolium,,NA,No,Categorical,SD,0.25,0.5,4,0,0,4,NA,NA,,NA,0.5,0,8,0.614211821,0.550448952,0.550448952,NA,NA,NA
832,491_Amaryllidaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Allium,,NA,No,Categorical,SD,4.333333333,2.081665999,3,1.666666667,0.577350269,3,NA,NA,,NA,2.081665999,0.577350269,6,1.392901484,0.904446419,0.904446419,0.955511445,0.116923077,0.116923077
833,491_Apiaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Apium,,NA,No,Categorical,SD,2,2.828427125,2,1.5,2.121320344,2,NA,NA,,NA,2.828427125,2.121320344,4,0.112837917,0.63771242,0.63771242,0.287682072,2.000000001,2.000000001
834,491_Brassicaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Brassica,,NA,No,Categorical,SD,1,1.414213562,2,1,1.414213562,2,NA,NA,,NA,1.414213562,1.414213562,4,0,0.636619772,0.636619772,0,1.999999999,1.999999999
835,491_Poaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Bromus,,NA,No,Categorical,SD,0.6,1.341640786,5,1,2.236067977,5,NA,NA,,NA,1.341640786,2.236067977,10,-0.195823848,0.409822147,0.409822147,-0.510825624,1.999999999,1.999999999
836,491_Brassicaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Camelina,,NA,No,Categorical,SD,1,1.414213562,2,0,0,2,NA,NA,,NA,1.414213562,0,4,0.564189584,0.687280364,0.687280364,NA,NA,NA
837,491_Asteraceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Carthamus,,NA,No,Categorical,SD,0.333333333,0.577350269,3,0.666666667,1.154700538,3,NA,NA,,NA,0.577350269,1.154700538,6,-0.291346249,0.645806226,0.645806226,-0.693147182,2,2
838,491_Asteraceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Centaurea,,NA,No,Categorical,SD,0.142857143,0.377964473,7,0.285714286,0.755928946,7,NA,NA,,NA,0.377964473,0.755928946,14,-0.223732889,0.294480462,0.294480462,-0.693147181,1.999999996,1.999999996
839,491_Amaranthaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Chenopodium,,NA,No,Categorical,SD,0.666666667,1.211060142,6,1,1.095445115,6,NA,NA,,NA,1.211060142,1.095445115,12,-0.266373712,0.343634754,0.343634754,-0.405465108,0.75,0.75
840,491_Fabaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Coronilla,,NA,No,Categorical,SD,0,0,2,0.5,0.707106781,2,NA,NA,,NA,0,0.707106781,4,-0.564189584,0.687280364,0.687280364,NA,NA,NA
841,491_Asteraceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Cynara,,NA,No,Categorical,SD,5.5,4.949747468,2,2,0,2,NA,NA,,NA,4.949747468,0,4,0.564189584,0.687280364,0.687280364,1.011600912,0.404958678,0.404958678
842,491_Geraniaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Erodium,,NA,No,Categorical,SD,0.5,0.577350269,4,2,1.825741858,4,NA,NA,,NA,0.577350269,1.825741858,8,-0.962284987,0.60020648,0.60020648,-1.386294361,0.541666666,0.541666666
843,491_Apiaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Eryngium,,NA,No,Categorical,SD,0.5,0.707106781,2,0.5,0.707106781,2,NA,NA,,NA,0.707106781,0.707106781,4,0,0.636619772,0.636619772,0,1.999999999,1.999999999
844,491_Papaveraceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Fumaria,,NA,No,Categorical,SD,0.5,0.707106781,2,0.5,0.707106781,2,NA,NA,,NA,0.707106781,0.707106781,4,0,0.636619772,0.636619772,0,1.999999999,1.999999999
845,491_Geraniaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Geranium,,NA,No,Categorical,SD,0.2,0.447213595,5,0.2,0.447213595,5,NA,NA,,NA,0.447213595,0.447213595,10,0,0.407436654,0.407436654,0,1.999999996,1.999999996
846,491_Iridaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Iris,,NA,No,Categorical,SD,1.333333333,1.154700538,3,0.666666667,0.577350269,3,NA,NA,,NA,1.154700538,0.577350269,6,0.582692496,0.673365588,0.673365588,0.69314718,0.5,0.5
847,491_Asteraceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Lactuca,,NA,No,Categorical,SD,2,0,2,0.5,0.707106781,2,NA,NA,,NA,0,0.707106781,4,1.692568751,1.092565099,1.092565099,1.386294361,0.999999999,0.999999999
848,491_Brassicaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Lepidium,,NA,No,Categorical,SD,0.25,0.5,4,0,0,4,NA,NA,,NA,0.5,0,8,0.614211821,0.550448952,0.550448952,NA,NA,NA
849,491_Poaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Lolium,,NA,No,Categorical,SD,3,4.358898944,3,0.666666667,1.154700538,3,NA,NA,,NA,4.358898944,1.154700538,6,0.583885317,0.684229835,0.684229835,1.504077396,1.703703702,1.703703702
850,491_Fabaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Lotus,,NA,No,Categorical,SD,0.333333333,0.577350269,3,0.333333333,0.577350269,3,NA,NA,,NA,0.577350269,0.577350269,6,0,0.636619772,0.636619772,0,2.000000003,2.000000003
851,491_Malvaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Malva,,NA,No,Categorical,SD,2.5,3.535533906,2,3.5,4.949747468,2,NA,NA,,NA,3.535533906,4.949747468,4,-0.131171414,0.638132999,0.638132999,-0.336472237,2,2
852,491_Fabaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Medicago,,NA,No,Categorical,SD,1,1.732050808,3,0.333333333,0.577350269,3,NA,NA,,NA,1.732050808,0.577350269,6,0.412025816,0.658775338,0.658775338,1.09861229,2.000000002,2.000000002
853,491_Amaryllidaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Narcissus,,NA,No,Categorical,SD,0.5,0.707106781,2,0.5,0.707106781,2,NA,NA,,NA,0.707106781,0.707106781,4,0,0.636619772,0.636619772,0,1.999999999,1.999999999
854,491_Poaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Phalaris,,NA,No,Categorical,SD,1,0,2,0.5,0.707106781,2,NA,NA,,NA,0,0.707106781,4,0.564189584,0.687280364,0.687280364,0.693147181,0.999999999,0.999999999
855,491_Poaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Poa,,NA,No,Categorical,SD,3.666666667,2.081665999,3,2.666666667,1.527525232,3,NA,NA,,NA,2.081665999,1.527525232,6,0.437019372,0.653185786,0.653185786,0.318453731,0.216813016,0.216813016
856,491_Rosaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Prunus,,NA,No,Categorical,SD,3.5,4.949747468,2,2,2.828427125,2,NA,NA,,NA,4.949747468,2.828427125,4,0.209937316,0.641031049,0.641031049,0.559615788,2,2
857,491_Ranunculaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Ranunculus,,NA,No,Categorical,SD,0.4,0.547722558,5,0.4,0.547722558,5,NA,NA,,NA,0.547722558,0.547722558,10,0,0.407436654,0.407436654,0,0.750000001,0.750000001
858,491_Brassicaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Rorippa,,NA,No,Categorical,SD,0.333333333,0.577350269,3,0,0,3,NA,NA,,NA,0.577350269,0,6,0.651470015,0.704167228,0.704167228,NA,NA,NA
859,491_Polygonaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Rumex,,NA,No,Categorical,SD,1,1.414213562,2,1.5,0.707106781,2,NA,NA,,NA,1.414213562,0.707106781,4,-0.252313252,0.643509613,0.643509613,-0.405465108,1.111111111,1.111111111
860,491_Dipsacaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Scabiosa,,NA,No,Categorical,SD,0,0,2,0.5,0.707106781,2,NA,NA,,NA,0,0.707106781,4,-0.564189584,0.687280364,0.687280364,NA,NA,NA
861,491_Asteraceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Sonchus,,NA,No,Categorical,SD,1,1.414213562,2,0.5,0.707106781,2,NA,NA,,NA,1.414213562,0.707106781,4,0.252313252,0.643509613,0.643509613,0.693147181,1.999999999,1.999999999
862,491_Caryophyllaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Stellaria,,NA,No,Categorical,SD,1.666666667,2.886751346,3,1.333333333,2.309401077,3,NA,NA,,NA,2.886751346,2.309401077,6,0.101742523,0.637483215,0.637483215,0.223143552,2,2
863,491_Fabaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Trifolium,,NA,No,Categorical,SD,5.25,6.075908711,4,5,5.830951895,4,NA,NA,,NA,6.075908711,5.830951895,8,0.036468174,0.503091977,0.503091977,0.048790164,0.674845049,0.674845049
864,491_Adoxaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Viburnum,,NA,No,Categorical,SD,0.5,0.707106781,2,0.5,0.707106781,2,NA,NA,,NA,0.707106781,0.707106781,4,0,0.636619772,0.636619772,0,1.999999999,1.999999999
865,491_Fabaceae,"Mitchell, C. E., and A. G. Power. 2003. Release of invasive plants from fungal and viral pathogens. Nature 421:625-627.",2003,IS,Enemy Release,Parasite richness,Parasite,Plant,Yes,Virus,No,No,NA,NA,NA,No,No,No,Field,Terrestrial,Virus,Virus_Vicia,,NA,No,Categorical,SD,2.222222222,5.262551135,9,1.888888889,3.789605667,9,NA,NA,,NA,5.262551135,3.789605667,18,0.069220509,0.226846266,0.226846266,0.162518929,1.070356834,1.070356834
866,CN_76,"Comparative health assessment of urban and non-urban free-ranging mule deer (Odocoileus hemionus) in southeastern British Columbia, Canada",2018,HLC,Urbanization,prevalence,Parasite,Mammal,No,Virus,No,No,Yes,No,Complex,No,No,No,Field,Terrestrial, Bluetongue Virus, Bluetongue Virus_,Cervids,North America,No,Categorical,95CI,0,0,112,0.012,0.0305,88,NA,NA,,NA,0,0.145977225,200,0.115813857,0.022890926,0.022890926,NA,NA,NA
867,CN_419,"The epidemiology of soil-transmitted helminth and protozoan infections in south-west Cameroon, J.V. Mbuh*, N.H. Ntonifor and J. Ojong",2012,HLC,Urbanization,prevalence,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,No,Field,Terrestrial,A. lumbricoides,A. lumbricoides_,Human,Africa,Yes,Categorical,95CI,46.52,8.14,144,21.22,2.8,212,NA,NA,,NA,49.83673469,20.80031397,356,-0.661140266,0.014387429,0.014387429,-0.784938194,0.012502223,0.012502223
868,CN_308,"Paolantonio, M. Di Bonaventura, G. Di Placido, G. Tumini, V. Catamo, G. Di Donato, A. Piccolomini, R. (2000). ""Prevalence of Actinobacillus actinomycetemcomitans and clinical conditions in children and adolescents from rural and urban areas of central Italy."" Journal of Clinical Periodontology 27(8): 549-557.
",2000,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Bacteria,No,No,No,No,Direct,No,Yes,No,Field,Terrestrial,Actinobacillus actinomycetemcomitans,Actinobacillus actinomycetemcomitans_,Homo sapiens,Europe,Yes,Categorical,SE,0.3029703,0.02044937,505,0.16,0.02210718,275,NA,NA,,NA,0.459542436,0.366606106,780,-0.343611706,0.005329761,0.005329761,-0.638460966,0.023646663,0.023646663
869,CN_76,"Comparative health assessment of urban and non-urban free-ranging mule deer (Odocoileus hemionus) in southeastern British Columbia, Canada",2018,HLC,Urbanization,prevalence,Parasite,Mammal,No,Virus,No,No,No,No,Direct,No,No,No,Field,Terrestrial,Adenovirus hemorrhagic disease virus,Adenovirus hemorrhagic disease virus_,Cervids,North America,No,Categorical,95CI,0.333,0.096,112,0.437,0.102,88,NA,NA,,NA,0.518351277,0.48818613,200,0.205772747,0.02030682,0.02030682,0.271790705,0.035815854,0.035815854
870,CN_469,"Zargar, U. R., Chishti, M. Z., Yousuf, A. R., & Ahmad, F. (2013). Species spectrum, diversity profile and infection indices of helminth parasite fauna of Chirruh snowtrout, Schizothorax esocinus (Heckel) in lake ecosystems of Kashmir Himalayas-Do similarity and host-parasite associations arise? Veterinary Research Communications, 37(3), 197–207. https://doi.org/10.1007/s11259-013-9562-11",2013,HLC,Urbanization,Abundance,Parasite,Amphibian/Reptile,Yes,Bacteria,No,No,No,Yes,Direct,No,No,No,Field,Freshwater,Advenella kashmirensis,Advenella kashmirensis_,Schizothorax esocinus,Asia,No,Categorical,SD,0.37,0.07,97,0.9,0.13,100,NA,NA,,NA,0.07,0.13,197,5.056925139,0.103886995,0.103886995,0.888891758,0.000577637,0.000577637
871,CN_469,"Zargar, U. R., Chishti, M. Z., Yousuf, A. R., & Ahmad, F. (2013). Species spectrum, diversity profile and infection indices of helminth parasite fauna of Chirruh snowtrout, Schizothorax esocinus (Heckel) in lake ecosystems of Kashmir Himalayas-Do similarity and host-parasite associations arise? Veterinary Research Communications, 37(3), 197–207. https://doi.org/10.1007/s11259-013-9562-7",2013,HLC,Urbanization,Intensity of infection,Parasite,Amphibian/Reptile,Yes,Bacteria,No,No,No,Yes,Direct,No,No,No,Field,Freshwater,Advenella kashmirensis,Advenella kashmirensis_,Schizothorax esocinus,Asia,No,Categorical,SD,6,1.52,97,8.18,8.4,100,NA,NA,,NA,1.52,8.4,197,0.359765752,0.020675409,0.020675409,0.309932681,0.011206757,0.011206757
872,CN_270,"Mircean, V. Titilincu, A. Vasile, C. (2010). ""Prevalence of endoparasites in household cat (Felis catus) populations from Transylvania (Romania) and association with risk factors."" Veterinary Parasitology 171(1-2): 163-166.
        
",2010,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,No,Yes,Complex,Yes,No,No,Field,Terrestrial,Aelurostrongylus abstrusus,Aelurostrongylus abstrusus_,Felis catus,Europe,No,Categorical,SE,0.140625,0.03072682,128,0.01754386,0.00777672,285,NA,NA,,NA,0.347634285,0.131286144,413,-0.467561175,0.015270664,0.015270664,-2.081392742,0.24423403,0.24423403
880,CN_323,"Quadroni, S., S. Galassi, F. Capoccioni, E. Ciccotti, G. Grandi, G. A. De Leo, and R. Bettinetti. 2013. Contamination, parasitism and condition of Anguilla anguilla in three Italian stocks. Ecotoxicology 22:94-108.",2013,HLC,Urbanization,mean intensity,Parasite,Amphibian/Reptile,Yes,Helminth,No,No,Yes,No,Direct,Yes,No,No,Field,Freshwater,Anguillicoloides crassus,Anguillicoloides crassus_,Eels,Europe,No,Categorical,SE,2.71,1.89,28,3.27,2.43,24,NA,NA,,NA,10.00093996,11.90452015,52,0.050168302,0.079207786,0.079207786,0.18784135,1.038616679,1.038616679
882,CN_343,"Rode, N. O., E. J. P. Lievens, A. Segard, E. Flaven, R. Jabbour-Zahab, and T. Lenormand. 2013. “Cryptic Microsporidian Parasites Differentially Affect Invasive and Native Artemia Spp.” International Journal for Parasitology 43 (10): 795–803. https://doi.org/10.1016/j.ijpara.2013.04.009.",2013,IS,Spillback,Parasite Prevalence,Parasite,Arthropod,Yes,Fungi,No,No,No,No,Direct,No,No,No,Field,Marine,Anostracospora rigaudi,Anostracospora rigaudi_Artemia franciscana,Artemia parthenogenetica,Europe,No,Categorical,SD,0.140831296,0.015647922,243,0.62591687,0.025427873,987,NA,NA,,NA,0.015647922,0.025427873,1230,22.96271972,0.226330225,0.226330225,1.491654875,5.25E-05,5.25E-05
883,CN_192,"Hughes, R. G., et al. (2018). ""Seagrass wasting disease: Nitrate enrichment and exposure to a herbicide (Diuron) increases susceptibility of Zostera marina to infection."" Mar Pollut Bull 134: 94-98.",2018,CP,Fertilizer,Disease-related response,Host,Plant,Yes,Protist,Yes,No,No,No,Direct,No,No,No,Lab,Marine,Aplanochytrium spp.,Aplanochytrium spp._,Zostera marina,NA,No,Categorical,95CI,33.43,11.83,10,24.11,10.8,10,NA,NA,,NA,19.08660445,17.42479527,20,-0.488397286,0.209923696,0.209923696,-0.326827008,0.084830039,0.084830039
884,CN_192,"Hughes, R. G., et al. (2018). ""Seagrass wasting disease: Nitrate enrichment and exposure to a herbicide (Diuron) increases susceptibility of Zostera marina to infection."" Mar Pollut Bull 134: 94-98.",2018,CP,Herbicide,Disease-related response,Host,Plant,Yes,Protist,Yes,No,No,No,Direct,No,No,No,Lab,Marine,Aplanochytrium spp.,Aplanochytrium spp._,Zostera marina,NA,No,Categorical,95CI,33.43,11.83,10,83.14,8,10,NA,NA,,NA,19.08660445,12.90725576,20,2.921859585,0.451440352,0.451440352,0.911072233,0.035007693,0.035007693
885,CN_238,"Kurpakov, N. A. (1974). ""Results of a selective study of the incidence of intestinal helminthic diseases in the population of different climatic and geographic zones. II. Estimation of the incidence of helminthic diseases in the population of two different climatic and geographic zones (Russian)."" Meditsinskaya Parazitologiya i Parazitarnye Bolezni 43(4): 468-472.",1974,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,No,Field,Terrestrial,Ascaris,Ascaris_,Homo sapiens,Europe,Yes,Categorical,SD,0.193,0.006,2456,0.065,0.001,6216,NA,NA,,NA,0.006,0.001,8672,-29.75682109,0.171547125,0.171547125,-1.088302919,4.32E-07,3.74E-05
886,CN_24,"An Epidemiological Survey on Intenstinal Parasite Infection in Khammouane Provine, Lao PDR, with special reference to Strongyloides infection",1998,HLC,Urbanization,prevalence,Host,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,No,Field,Terrestrial,Ascaris lumbricoides,Ascaris lumbricoides_,Human,Asia,Yes,Categorical,SD,0.408,21.21320344,2,0.05,0,1,NA,NA,,NA,21.21320344,0,3,NA,NA,NA,-2.099244169,1351.643599,8.643592774
887,CN_52,"Brooker, S., N. Alexander, S. Geiger, R. A. Moyeed, J. Stander, F. Fleming, P. J. Hotez, R. Correa-Oliveira, and J. Bethony. 2006. Contrasting patterns in the small-scale heterogeneity of human helminth infections in urban and rural environments in Brazil. International Journal for Parasitology 36:1143-1151.",2006,HLC,Urbanization,prevalence,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,No,Field,Terrestrial,Ascaris lumbricoides,Ascaris lumbricoides_,"Mammals (swine, humans)",South America,Yes,Categorical,95CI,0.39,0.145,706,0.21,0.155,543,NA,NA,,NA,1.965686619,1.842788705,1249,-0.094420003,0.00323565,0.00323565,-0.619039208,0.177794671,0.177794671
888,CN_139,"Farghly, A. M. Mohamed, S. M. A. Abdel-Rahman, S. A. Mohammed, F. E. El-Bahaie, E. S. El-Shafey, M. A. (2016). ""The relation between the prevalence of soil transmitted parasites in the soil and among school children in Zagazig district, Sharkyia Governorate, Egypt."" Journal of Parasitic Diseases 40(3): 1021-1029.
        
",2016,HLC,Urbanization,Prevalence,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,No,Field,Terrestrial,Ascaris lumbricoides,Ascaris lumbricoides_,Homo sapiens,Africa,Yes,Categorical,SE,0.04639175,0.00871854,582,0.00361011,0.00360359,277,NA,NA,,NA,0.210331954,0.059975691,859,-0.276383328,0.003778767,0.003778767,-2.553383399,1.03170999,1.03170999
889,CN_285,"Ndenecho, L., Ndamukong, K. J. N., & Matute, M. M. (2002). Soil transmitted nematodes in children in buea health district of Cameroon. East African Medical Journal, 79(8), 442–445. https://doi.org/10.4314/eamj.v79i8.8835",2002,HLC,Urbanization,Intensity of infection,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,No,Field,Terrestrial,Ascaris lumbricoides,Ascaris lumbricoides_,Homo sapiens,Africa,Yes,Categorical,SD,3084,8803,129,2481,10860,126,NA,NA,,NA,8803,10860,255,-0.060819547,0.015764971,0.015764971,-0.217565751,0.215227331,0.215227331
890,CN_285,"Ndenecho, L., Ndamukong, K. J. N., & Matute, M. M. (2002). Soil transmitted nematodes in children in buea health district of Cameroon. East African Medical Journal, 79(8), 442–445. https://doi.org/10.4314/eamj.v79i8.8836",2002,HLC,Urbanization,Intensity of infection,Parasite,Mammal,No,Helminth,No,No,No,No,Direct,Yes,Yes,No,Field,Terrestrial,Ascaris lumbricoides,Ascaris lumbricoides_,Homo sapiens,Africa,Yes,Categorical,SD,1767,4378,85,2481,10860,126,NA,NA,,NA,4378,10860,211,0.085925239,0.016991667,0.016991667,0.339378511,0.224287543,0.224287543
